2022-06-15 19:31:13.066899	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&status=released&perturbed=false&assay_title=TF+ChIP-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&biosample_ontology.classification=cell+line&files.file_type=bed+narrowPeak&assembly=GRCh38&limit=all
ID	Accession	Assay name	Assay title	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR000ATK/	ENCSR000ATK	ChIP-seq	TF ChIP-seq	/targets/PHF8-human/	PHF8	PHF8	Homo sapiens H1	H1	UCSC-ENCODE-hg19:wgEncodeEH003094,GEO:GSM1003509	ChIP-seq on human H1-hESC PHF8	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF000AZG/,/files/ENCFF000AZH/,/files/ENCFF000AZI/,/files/ENCFF000AZT/,/files/ENCFF001SVL/,/files/ENCFF346JZZ/,/files/ENCFF365JHC/,/files/ENCFF453ZBS/,/files/ENCFF234VFU/,/files/ENCFF992JEQ/,/files/ENCFF499WBJ/,/files/ENCFF101FNO/,/files/ENCFF695GJS/,/files/ENCFF045IIX/,/files/ENCFF039JDM/,/files/ENCFF537JDG/,/files/ENCFF145FSB/,/files/ENCFF180QIK/,/files/ENCFF771HQO/,/files/ENCFF732CAP/,/files/ENCFF102HLC/,/files/ENCFF803MBG/,/files/ENCFF103CHJ/,/files/ENCFF614IYA/,/files/ENCFF693WBR/,/files/ENCFF174BBG/,/files/ENCFF657PES/,/files/ENCFF687NII/,/files/ENCFF401PWV/,/files/ENCFF888QPY/,/files/ENCFF769FYM/,/files/ENCFF665LYO/,/files/ENCFF065GJL/,/files/ENCFF433QVO/,/files/ENCFF983NHA/,/files/ENCFF935JRI/,/files/ENCFF090OXS/,/files/ENCFF305RRH/,/files/ENCFF378JYM/,/files/ENCFF440BPE/,/files/ENCFF333MXH/,/files/ENCFF651QOL/,/files/ENCFF704UJB/,/files/ENCFF853LVH/,/files/ENCFF645QFX/,/files/ENCFF113GEE/,/files/ENCFF133LEI/,/files/ENCFF299NCT/,/files/ENCFF057QLA/,/files/ENCFF308UOS/,/files/ENCFF173KYN/,/files/ENCFF557NCI/,/files/ENCFF266GWB/,/files/ENCFF059EBB/,/files/ENCFF239EMZ/,/files/ENCFF114WFV/,/files/ENCFF271BES/,/files/ENCFF886MLC/,/files/ENCFF361TPC/,/files/ENCFF939MGB/,/files/ENCFF156LJL/,/files/ENCFF717GEW/,/files/ENCFF467WAD/,/files/ENCFF427UFV/		ENCBS380OBH,ENCBS011NFB	1,2	1	ENCAB000AJX	Homo sapiens	embryonic													/replicates/35e2d8d5-9813-4c17-a72b-87804a1c8d50/,/replicates/3fa22d92-e7f7-4155-b978-16a00ee26b71/				
/experiments/ENCSR000BSP/	ENCSR000BSP	ChIP-seq	TF ChIP-seq	/targets/REST-human/	REST	REST	Homo sapiens MCF-7	MCF-7	FactorBook:ENCSR000BSP,UCSC-ENCODE-hg19:wgEncodeEH003231,GEO:GSM1010891	REST ChIP-seq protocol v042211.1 on human MCF-7	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000QOQ/,/files/ENCFF000QOR/,/files/ENCFF000QOT/,/files/ENCFF000QOU/,/files/ENCFF000QOW/,/files/ENCFF000QOX/,/files/ENCFF000QPE/,/files/ENCFF000QPH/,/files/ENCFF001UNH/,/files/ENCFF001UNI/,/files/ENCFF598IYU/,/files/ENCFF312IBF/,/files/ENCFF840XGO/,/files/ENCFF560XZO/,/files/ENCFF983KEV/,/files/ENCFF306NZY/,/files/ENCFF391WND/,/files/ENCFF748NHD/,/files/ENCFF087HWI/,/files/ENCFF068TEY/,/files/ENCFF893RRD/,/files/ENCFF601JRZ/,/files/ENCFF981QGO/,/files/ENCFF608QXK/,/files/ENCFF266WIG/,/files/ENCFF441JQL/,/files/ENCFF607YBT/,/files/ENCFF622UYM/,/files/ENCFF383GZO/,/files/ENCFF849KMH/,/files/ENCFF680JMZ/,/files/ENCFF423PXJ/		ENCBS056AAA	2,1	1	ENCAB000AJK	Homo sapiens	adult	69 years												/replicates/9ed48c26-2bb6-414d-a418-1202cf79cdb2/,/replicates/16984424-42a6-4ef4-ab86-a7ecbfbba9a0/				
/experiments/ENCSR357YPP/	ENCSR357YPP	ChIP-seq	TF ChIP-seq	/targets/ZNF124-human/	ZNF124	ZNF124	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF124	HepG2	GEO:GSE170570	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF928GMP/,/files/ENCFF224RUK/,/files/ENCFF400WEI/,/files/ENCFF405VFE/,/files/ENCFF839GXJ/,/files/ENCFF811HEC/,/files/ENCFF387FLK/,/files/ENCFF387GPJ/,/files/ENCFF344EGK/,/files/ENCFF276HYQ/,/files/ENCFF765AQE/,/files/ENCFF568WEN/,/files/ENCFF683CTP/,/files/ENCFF764EFJ/,/files/ENCFF510SHA/,/files/ENCFF384QCJ/,/files/ENCFF672QDH/,/files/ENCFF228ZRV/,/files/ENCFF254YHA/,/files/ENCFF271ZDV/,/files/ENCFF187HYL/,/files/ENCFF359JWK/,/files/ENCFF323YLV/,/files/ENCFF633VGD/		ENCBS902PNO,ENCBS740SGB	2,1	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/ed5663fb-932e-4b1c-b5e2-42a43f593700/,/replicates/6ecdc06b-ce49-4316-b25c-a3e5e9d5af76/				
/experiments/ENCSR000AQE/	ENCSR000AQE	ChIP-seq	TF ChIP-seq	/targets/EZH2-human/	EZH2	EZH2	Homo sapiens K562	K562	UCSC-ENCODE-hg19:wgEncodeEH002089,GEO:GSM1003576	ChIP-seq on human K562 EZH2	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF000BWG/,/files/ENCFF000BWH/,/files/ENCFF000BWI/,/files/ENCFF000BWL/,/files/ENCFF000BWQ/,/files/ENCFF000BWS/,/files/ENCFF001SZC/,/files/ENCFF002CEM/,/files/ENCFF464QCZ/,/files/ENCFF772XOJ/,/files/ENCFF912PNB/,/files/ENCFF495WQM/,/files/ENCFF678EGD/,/files/ENCFF329JQS/,/files/ENCFF257UWF/,/files/ENCFF779PUK/,/files/ENCFF083IDB/,/files/ENCFF178ARN/,/files/ENCFF770BYS/,/files/ENCFF078WAE/,/files/ENCFF643TQX/,/files/ENCFF988VQQ/,/files/ENCFF748NKP/,/files/ENCFF080JPV/,/files/ENCFF681ZHL/,/files/ENCFF868UAL/,/files/ENCFF959RUJ/,/files/ENCFF968MDV/,/files/ENCFF018XTW/,/files/ENCFF400QQE/,/files/ENCFF163LOW/,/files/ENCFF259AVT/,/files/ENCFF587SWK/,/files/ENCFF891KQL/,/files/ENCFF857XHX/,/files/ENCFF023DOO/,/files/ENCFF804RVA/,/files/ENCFF494QJK/,/files/ENCFF900IHQ/		ENCBS639AAA,ENCBS674MPN	1,2	1	ENCAB000AGH	Homo sapiens	adult	53 years												/replicates/beaa1204-36d8-48a2-9130-8d4e99ff7dfa/,/replicates/7ec5f41b-7985-4ec3-9c5b-4233629b7e93/				
/experiments/ENCSR000DZI/	ENCSR000DZI	ChIP-seq	TF ChIP-seq	/targets/MXI1-human/	MXI1	MXI1	Homo sapiens GM12878	GM12878	UCSC-ENCODE-hg19:wgEncodeEH002026,FactorBook:ENCSR000DZI,GEO:GSM935431	MXI1 ChIP-seq on human GM12878	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000VYR/,/files/ENCFF000VYS/,/files/ENCFF000VYT/,/files/ENCFF000VYV/,/files/ENCFF000VYX/,/files/ENCFF000VYY/,/files/ENCFF001VER/,/files/ENCFF002COY/,/files/ENCFF348KWG/,/files/ENCFF056TXR/,/files/ENCFF707VJV/,/files/ENCFF377YXP/,/files/ENCFF169JOK/,/files/ENCFF305VDY/,/files/ENCFF128IWG/,/files/ENCFF387QOE/,/files/ENCFF287GWT/,/files/ENCFF776GTW/,/files/ENCFF160GED/,/files/ENCFF840ZJM/,/files/ENCFF704CGT/,/files/ENCFF861YUL/,/files/ENCFF603MKX/,/files/ENCFF651XZU/,/files/ENCFF346YHE/,/files/ENCFF673PVX/,/files/ENCFF308XOG/,/files/ENCFF994AHP/,/files/ENCFF711VHK/,/files/ENCFF185RQE/,/files/ENCFF751HMO/,/files/ENCFF446WBQ/,/files/ENCFF079ZWK/,/files/ENCFF978JRC/,/files/ENCFF279ADX/,/files/ENCFF868DOL/,/files/ENCFF054BLU/,/files/ENCFF988OXK/,/files/ENCFF482UOW/,/files/ENCFF939WFC/,/files/ENCFF040XAI/,/files/ENCFF968DNA/,/files/ENCFF199HGX/,/files/ENCFF941ZQX/,/files/ENCFF134IKR/,/files/ENCFF380XEC/,/files/ENCFF264NLR/,/files/ENCFF964UQQ/,/files/ENCFF439UHS/,/files/ENCFF456SPL/,/files/ENCFF112CVU/,/files/ENCFF709OUR/,/files/ENCFF790FNR/,/files/ENCFF020EEM/,/files/ENCFF008GER/,/files/ENCFF568SNH/,/files/ENCFF376AEL/,/files/ENCFF173AJL/,/files/ENCFF122CNK/,/files/ENCFF230GAW/,/files/ENCFF407EHL/,/files/ENCFF499EUU/,/files/ENCFF755YZX/,/files/ENCFF522KGY/,/files/ENCFF292JHD/,/files/ENCFF063GMH/,/files/ENCFF666NJR/,/files/ENCFF468SLN/,/files/ENCFF096FEB/,/files/ENCFF782HLE/,/files/ENCFF638YSV/		ENCBS595CWJ,ENCBS831YAX	1,2	1	ENCAB000AIT	Homo sapiens	adult													/replicates/6d84d439-d514-4cd5-ad28-4f36d75fb15f/,/replicates/501a4c5c-266b-4100-9825-569bd772f9f0/				
/experiments/ENCSR325QLX/	ENCSR325QLX	ChIP-seq	TF ChIP-seq	/targets/ZNF8-human/	ZNF8	ZNF8	Homo sapiens SK-N-SH genetically modified (insertion) using CRISPR targeting H. sapiens ZNF8 treated with 6 μM all-trans-retinoic acid for 48 hours	SK-N-SH	GEO:GSE175171	eGFP-ZNF8 ChIP-seq on human SK-N-SH	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF051VPB/,/files/ENCFF705RKN/,/files/ENCFF230HZW/,/files/ENCFF849AFR/,/files/ENCFF923FMS/,/files/ENCFF228AUO/,/files/ENCFF571ROZ/,/files/ENCFF718UIA/,/files/ENCFF214ZEK/,/files/ENCFF118DOJ/,/files/ENCFF702DRM/,/files/ENCFF317JUH/,/files/ENCFF084HSF/,/files/ENCFF939IHV/,/files/ENCFF838LAX/,/files/ENCFF619CZM/,/files/ENCFF209SWN/,/files/ENCFF410AEO/,/files/ENCFF229DKY/,/files/ENCFF446LMQ/,/files/ENCFF840ZHQ/,/files/ENCFF081WSO/,/files/ENCFF131SMT/,/files/ENCFF628XVM/,/files/ENCFF062ETP/,/files/ENCFF174OHU/		ENCBS323PGI,ENCBS422KTW	2,1	1	ENCAB728YTO	Homo sapiens	child	4 years	all-trans-retinoic acid	CHEBI:15367	6	μM	48	hour				/organisms/human/		/replicates/7d28a52b-557b-41e3-82ec-78a97581157e/,/replicates/df6a2b57-2f55-42bd-be1f-274ee2da4656/				
/experiments/ENCSR000DLB/	ENCSR000DLB	ChIP-seq	TF ChIP-seq	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens GM13977	GM13977	FactorBook:ENCSR000DLB,GEO:GSM1006869,SCREEN-GRCh38:GM13977,UCSC-ENCODE-hg19:wgEncodeEH003456	CTCF ChIP-seq on human GM13977	Vishwanath Iyer, UTA	ENCODE	released	/files/ENCFF000RQG/,/files/ENCFF000RQH/,/files/ENCFF000RQI/,/files/ENCFF000RQJ/,/files/ENCFF000RQL/,/files/ENCFF000RQN/,/files/ENCFF000RQS/,/files/ENCFF001USM/,/files/ENCFF324ZYA/,/files/ENCFF801NXU/,/files/ENCFF816TEP/,/files/ENCFF068ETE/,/files/ENCFF418UZJ/,/files/ENCFF890SZE/,/files/ENCFF370KVW/,/files/ENCFF075LLZ/,/files/ENCFF977HOJ/,/files/ENCFF297IQD/,/files/ENCFF486VHS/,/files/ENCFF781KLO/,/files/ENCFF437WQX/,/files/ENCFF234YHL/,/files/ENCFF457PNF/,/files/ENCFF508UTJ/,/files/ENCFF983RTJ/,/files/ENCFF209CTN/,/files/ENCFF048QCW/,/files/ENCFF803RRC/,/files/ENCFF475TXE/,/files/ENCFF247IZZ/,/files/ENCFF849LVN/,/files/ENCFF084FRB/,/files/ENCFF732HAM/,/files/ENCFF352KTL/,/files/ENCFF637DKG/,/files/ENCFF782RNW/,/files/ENCFF225OGR/,/files/ENCFF261EVC/,/files/ENCFF445ATY/,/files/ENCFF401HGY/,/files/ENCFF401KGR/,/files/ENCFF552QNM/,/files/ENCFF336VRJ/,/files/ENCFF807PRZ/,/files/ENCFF381DPU/,/files/ENCFF789SBO/,/files/ENCFF658AFN/,/files/ENCFF932GUF/,/files/ENCFF003VAR/,/files/ENCFF612VSV/,/files/ENCFF093TKS/,/files/ENCFF896ORL/,/files/ENCFF627PKX/,/files/ENCFF338PGG/,/files/ENCFF895INP/,/files/ENCFF676KLH/,/files/ENCFF254JUX/,/files/ENCFF520VQV/,/files/ENCFF668HZK/,/files/ENCFF148III/,/files/ENCFF171VBQ/,/files/ENCFF099FJX/,/files/ENCFF582TUG/,/files/ENCFF233CKI/,/files/ENCFF013UGH/,/files/ENCFF553LVF/,/files/ENCFF458PMU/,/files/ENCFF381RYY/,/files/ENCFF528ESQ/,/files/ENCFF870JZK/		ENCBS221AAA	1,2	1	ENCAB000AXY	Homo sapiens	unknown	20 years												/replicates/bb1abc27-af07-4310-8dcc-80da39e89d8b/,/replicates/a7775ea1-9393-43eb-b543-db464557e130/				
/experiments/ENCSR591ASD/	ENCSR591ASD	ChIP-seq	TF ChIP-seq	/targets/TEAD1-human/	TEAD1	TEAD1	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens TEAD1	K562	GEO:GSE170823	eGFP-TEAD1 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF684LRO/,/files/ENCFF193NQS/,/files/ENCFF773CXD/,/files/ENCFF695RRW/,/files/ENCFF036TCU/,/files/ENCFF778DYM/,/files/ENCFF181YYK/,/files/ENCFF858BYD/,/files/ENCFF960CNW/,/files/ENCFF854SEG/,/files/ENCFF802UIA/,/files/ENCFF244CFZ/,/files/ENCFF438HZK/,/files/ENCFF675VKN/,/files/ENCFF158YVI/,/files/ENCFF828UGP/,/files/ENCFF173ZLH/,/files/ENCFF553AUO/,/files/ENCFF970HIJ/,/files/ENCFF898EHY/,/files/ENCFF544PRF/,/files/ENCFF692HUD/,/files/ENCFF933PQC/,/files/ENCFF207RYU/,/files/ENCFF465AQA/,/files/ENCFF922NPP/		ENCBS844RVR,ENCBS315QLJ	2,1	1	ENCAB728YTO	Homo sapiens	adult	53 years										/organisms/human/		/replicates/21e95203-3c12-491d-a4fa-35e87495ad1b/,/replicates/fb5f4439-3e5b-4eb0-9713-d25177d63fa3/				
/experiments/ENCSR000DMN/	ENCSR000DMN	ChIP-seq	TF ChIP-seq	/targets/POLR2A-human/	POLR2A	POLR2A	Homo sapiens MCF-7	MCF-7	UCSC-ENCODE-hg19:wgEncodeEH003435,GEO:GSM1006876	POLR2A ChIP-seq on human MCF-7 treated with serum stimulated media	Vishwanath Iyer, UTA	ENCODE	released	/files/ENCFF000SBE/,/files/ENCFF000SBF/,/files/ENCFF000SBG/,/files/ENCFF000SBH/,/files/ENCFF000SBJ/,/files/ENCFF000SBO/,/files/ENCFF000SBP/,/files/ENCFF001UTU/,/files/ENCFF002DBO/,/files/ENCFF008UNU/,/files/ENCFF272NAY/,/files/ENCFF974ACJ/,/files/ENCFF861AUH/,/files/ENCFF779NYT/,/files/ENCFF984XAM/,/files/ENCFF144ODF/,/files/ENCFF230ELL/,/files/ENCFF548KMY/,/files/ENCFF242RQN/,/files/ENCFF663QKE/,/files/ENCFF889IGT/,/files/ENCFF408KCF/,/files/ENCFF672TCD/,/files/ENCFF702CFO/,/files/ENCFF240SEN/,/files/ENCFF542JWQ/,/files/ENCFF773AUB/,/files/ENCFF842QUZ/,/files/ENCFF772QQT/,/files/ENCFF787KFV/,/files/ENCFF155GTZ/,/files/ENCFF241DKZ/,/files/ENCFF964EVA/,/files/ENCFF592GDV/,/files/ENCFF676ZLI/,/files/ENCFF365LXB/,/files/ENCFF763KGX/,/files/ENCFF236LMH/,/files/ENCFF830MXC/,/files/ENCFF115VLY/,/files/ENCFF839HDP/,/files/ENCFF192XNZ/,/files/ENCFF071MJK/,/files/ENCFF436BHY/,/files/ENCFF035ERE/,/files/ENCFF408SMJ/,/files/ENCFF824QGC/,/files/ENCFF975BWF/,/files/ENCFF755FVP/,/files/ENCFF883LPV/,/files/ENCFF994PFH/,/files/ENCFF680VPV/,/files/ENCFF397FAS/,/files/ENCFF118LSX/,/files/ENCFF287DWO/,/files/ENCFF222JZI/,/files/ENCFF858NMK/,/files/ENCFF843WLX/,/files/ENCFF304NOF/,/files/ENCFF904HOE/,/files/ENCFF077XZD/,/files/ENCFF577MPK/,/files/ENCFF841YMH/,/files/ENCFF381QMW/,/files/ENCFF140HZF/,/files/ENCFF166EUJ/,/files/ENCFF737ZUY/,/files/ENCFF370RLE/,/files/ENCFF007HHE/,/files/ENCFF930JFO/,/files/ENCFF411WCU/,/files/ENCFF017TXV/		ENCBS252AAA	1,2	1	ENCAB000AOC	Homo sapiens	adult	69 years												/replicates/e617989a-9ff5-4e73-9a05-dc6f04352c6f/,/replicates/5358cfe2-87a5-48a7-8bdd-b61c96a09762/				
/experiments/ENCSR000ATQ/	ENCSR000ATQ	ChIP-seq	TF ChIP-seq	/targets/HDAC6-human/	HDAC6	HDAC6	Homo sapiens H1	H1	GEO:GSM1003571,UCSC-ENCODE-hg19:wgEncodeEH003100	ChIP-seq on human H1-hESC HDAC6	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF000AYM/,/files/ENCFF000AYN/,/files/ENCFF000AYO/,/files/ENCFF000AZB/,/files/ENCFF001SVH/,/files/ENCFF234GEH/,/files/ENCFF423BGG/,/files/ENCFF209PKF/,/files/ENCFF801JKJ/,/files/ENCFF764MRP/,/files/ENCFF448BXE/,/files/ENCFF574WRF/,/files/ENCFF012LET/,/files/ENCFF979QIN/,/files/ENCFF243FNC/,/files/ENCFF643BBA/,/files/ENCFF004OLS/,/files/ENCFF574NKV/,/files/ENCFF289BEY/,/files/ENCFF129WNO/,/files/ENCFF869RTO/,/files/ENCFF711HXS/,/files/ENCFF951VYI/,/files/ENCFF799IKG/,/files/ENCFF480XHF/,/files/ENCFF697UHF/,/files/ENCFF796UZR/,/files/ENCFF802HUU/		ENCBS380OBH	1	1	ENCAB000AHK	Homo sapiens	embryonic													/replicates/87fe6e28-c9d1-4180-a0c2-b941974c4650/				
/experiments/ENCSR671GFC/	ENCSR671GFC	ChIP-seq	TF ChIP-seq	/targets/TAF7-human/	TAF7	TAF7	Homo sapiens K562 stably expressing TAF7	K562	GEO:GSE91976	eGFP-TAF7 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF288BKY/,/files/ENCFF499FYB/,/files/ENCFF926UQW/,/files/ENCFF099UOS/,/files/ENCFF790ADI/,/files/ENCFF098GTH/,/files/ENCFF373VCV/,/files/ENCFF124VCI/,/files/ENCFF109QPO/,/files/ENCFF202RWJ/,/files/ENCFF348ZJL/,/files/ENCFF611NQA/,/files/ENCFF931HWG/,/files/ENCFF562PEW/,/files/ENCFF841GEU/,/files/ENCFF883ACU/,/files/ENCFF546GCR/,/files/ENCFF244ZUH/,/files/ENCFF756YGO/,/files/ENCFF446TLB/,/files/ENCFF410LYI/,/files/ENCFF837QOE/,/files/ENCFF774XTZ/,/files/ENCFF400FKO/,/files/ENCFF253LPG/,/files/ENCFF752QBL/,/files/ENCFF323RGW/,/files/ENCFF337QPO/,/files/ENCFF465BGX/,/files/ENCFF152IVA/,/files/ENCFF869TGI/,/files/ENCFF827LZB/,/files/ENCFF411DIA/,/files/ENCFF980QUR/,/files/ENCFF080SUU/,/files/ENCFF161OTR/,/files/ENCFF540SCI/,/files/ENCFF511GKD/,/files/ENCFF996RDA/,/files/ENCFF918WJZ/,/files/ENCFF030RAC/,/files/ENCFF270CUI/,/files/ENCFF963EUU/,/files/ENCFF217AQB/,/files/ENCFF776CFJ/,/files/ENCFF786OWI/,/files/ENCFF439JKU/,/files/ENCFF199CQK/,/files/ENCFF158SVX/,/files/ENCFF217QVM/,/files/ENCFF517PYL/,/files/ENCFF036OPZ/,/files/ENCFF440EKK/,/files/ENCFF963OIQ/,/files/ENCFF781UQA/,/files/ENCFF429TUH/,/files/ENCFF944AJE/,/files/ENCFF651ZDK/,/files/ENCFF420YAV/,/files/ENCFF846LZT/,/files/ENCFF973QZW/,/files/ENCFF010YHS/,/files/ENCFF839ABZ/,/files/ENCFF286QLL/,/files/ENCFF314WLE/,/files/ENCFF536DQI/		ENCBS360JZL,ENCBS115OID	2,1	1	ENCAB728YTO	Homo sapiens	adult	53 years										/organisms/human/		/replicates/83825ba1-e832-4eec-9ee6-546d49a0c9da/,/replicates/c310d052-f960-4cee-8a40-b515b0c0bd09/				
/experiments/ENCSR000EUP/	ENCSR000EUP	ChIP-seq	TF ChIP-seq	/targets/MAX-human/	MAX	MAX	Homo sapiens H1	H1	UCSC-ENCODE-hg19:wgEncodeEH001757,GEO:GSM935348,FactorBook:ENCSR000EUP	MAX ChIP-seq on human H1-hESC	Peggy Farnham, USC	ENCODE	released	/files/ENCFF000WUH/,/files/ENCFF000WTX/,/files/ENCFF000WTY/,/files/ENCFF000WUJ/,/files/ENCFF001VGY/,/files/ENCFF002CRA/,/files/ENCFF806MKD/,/files/ENCFF000WTU/,/files/ENCFF000WTW/,/files/ENCFF855ERJ/,/files/ENCFF764OCO/,/files/ENCFF676ZPL/,/files/ENCFF481XFG/,/files/ENCFF853IGP/,/files/ENCFF610ALI/,/files/ENCFF481CGM/,/files/ENCFF557DJG/,/files/ENCFF379FDF/,/files/ENCFF217POT/,/files/ENCFF757VYL/,/files/ENCFF161CIF/,/files/ENCFF255KBW/,/files/ENCFF812UDQ/,/files/ENCFF668VNS/,/files/ENCFF597PYD/,/files/ENCFF948DAR/,/files/ENCFF187CML/,/files/ENCFF428TKY/,/files/ENCFF947JUF/,/files/ENCFF731HPF/,/files/ENCFF762LKG/,/files/ENCFF667ZFL/,/files/ENCFF980YUQ/,/files/ENCFF564MLQ/,/files/ENCFF353LIQ/,/files/ENCFF348HTN/,/files/ENCFF548MEP/,/files/ENCFF268FDZ/,/files/ENCFF857DHC/,/files/ENCFF056RFC/,/files/ENCFF566JIH/,/files/ENCFF710DAN/,/files/ENCFF657ICR/,/files/ENCFF690RWG/,/files/ENCFF444FFZ/,/files/ENCFF237UHM/,/files/ENCFF197AYE/,/files/ENCFF888NTB/,/files/ENCFF351SJB/,/files/ENCFF463OWN/,/files/ENCFF194BWK/,/files/ENCFF142ILC/,/files/ENCFF545XTN/,/files/ENCFF041QVC/,/files/ENCFF886EIW/,/files/ENCFF197WOI/,/files/ENCFF472SMT/,/files/ENCFF656RTD/,/files/ENCFF980LOS/,/files/ENCFF624LFK/,/files/ENCFF041OKG/,/files/ENCFF834VXU/,/files/ENCFF527TEZ/,/files/ENCFF871PLQ/,/files/ENCFF638BGT/,/files/ENCFF990MQT/,/files/ENCFF074CAV/,/files/ENCFF994IHO/,/files/ENCFF696XRU/,/files/ENCFF601FOM/,/files/ENCFF913HZW/	/experiment-series/ENCSR813YUR/	ENCBS668AAA	1,2	1	ENCAB000AIL	Homo sapiens	embryonic													/replicates/058ff0fe-c59c-439d-b011-39bfb62cec2c/,/replicates/ec5d8174-8ecd-41e3-a992-6717fdf54c37/				
/experiments/ENCSR000BHO/	ENCSR000BHO	ChIP-seq	TF ChIP-seq	/targets/TAF1-human/	TAF1	TAF1	Homo sapiens H1	H1	UCSC-ENCODE-hg19:wgEncodeEH001500,GEO:GSM803450	TAF1 ChIP-seq protocol v041610.2 on human H1-hESC	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000OUQ/,/files/ENCFF000OUR/,/files/ENCFF000OUS/,/files/ENCFF000OUT/,/files/ENCFF000OUV/,/files/ENCFF000OUW/,/files/ENCFF000OVB/,/files/ENCFF000OVC/,/files/ENCFF001UCS/,/files/ENCFF001UCT/,/files/ENCFF002CJO/,/files/ENCFF025ORE/,/files/ENCFF196FHM/,/files/ENCFF315QGI/,/files/ENCFF961JDA/,/files/ENCFF184PWQ/,/files/ENCFF552CKC/,/files/ENCFF456OEK/,/files/ENCFF089LSW/,/files/ENCFF209XKV/,/files/ENCFF635LLL/,/files/ENCFF794QHD/,/files/ENCFF569TPM/,/files/ENCFF894CVE/,/files/ENCFF689QWC/,/files/ENCFF360PPQ/,/files/ENCFF957ADP/,/files/ENCFF800CHA/,/files/ENCFF966SAM/,/files/ENCFF390BRP/,/files/ENCFF893YFW/,/files/ENCFF741GDG/,/files/ENCFF026ZRB/,/files/ENCFF392WJE/,/files/ENCFF870SFJ/,/files/ENCFF824BVI/,/files/ENCFF182BEB/,/files/ENCFF084XPA/,/files/ENCFF744EAD/,/files/ENCFF786UCP/,/files/ENCFF982FRQ/,/files/ENCFF151BKM/,/files/ENCFF729QFU/,/files/ENCFF151BSO/,/files/ENCFF161XZO/,/files/ENCFF152GDH/,/files/ENCFF967ZPP/,/files/ENCFF291NFO/,/files/ENCFF666HDF/,/files/ENCFF202SNU/,/files/ENCFF361YHU/,/files/ENCFF086AXZ/,/files/ENCFF391HRF/,/files/ENCFF196HGL/,/files/ENCFF908GIQ/,/files/ENCFF837BSZ/,/files/ENCFF432VDS/,/files/ENCFF818EXV/,/files/ENCFF053LAB/,/files/ENCFF702DIC/,/files/ENCFF986ARA/,/files/ENCFF614NUR/,/files/ENCFF273NXY/,/files/ENCFF856RPW/,/files/ENCFF646YPM/,/files/ENCFF982IEJ/,/files/ENCFF478SZO/,/files/ENCFF886BPR/,/files/ENCFF859RAP/,/files/ENCFF100JWY/,/files/ENCFF336OKZ/,/files/ENCFF993RFL/,/files/ENCFF426USV/,/files/ENCFF091AWD/		ENCBS111ENC	1,2	1	ENCAB000ALM	Homo sapiens	embryonic													/replicates/6cc079e8-fbf7-4971-b360-206eb54a88ab/,/replicates/a6de59de-3ad3-4b6b-be05-4988b498b052/				
