File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF197SXI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR788DXU	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3171/'], '@type': ['Target', 'Item'], 'name': 'FOXA3-human', 'label': 'FOXA3', '@id': '/targets/FOXA3-human/', 'title': 'FOXA3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '419a2214-ad3f-42ce-a604-d65f49f860a6', 'status': 'released'}				FOXA3-human	DNA				formaldehyde		2022-01-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF604PVE/, /files/ENCFF275RQB/, /files/ENCFF356LFX/, /files/ENCFF804ITG/	227558	ENCODE Processing Pipeline	9d7cadf2a30e0095778a7db5ac3dfdd2		https://www.encodeproject.org/files/ENCFF197SXI/@@download/ENCFF197SXI.bed.gz				released	s3://encode-public/2022/01/07/66097c73-315f-4f75-96b8-76e2f3178fe0/ENCFF197SXI.bed.gz	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF643LFY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR849TMV	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:SIX4'], 'aliases': ['michael-snyder:TS-1252'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51804/'], '@type': ['Target', 'Item'], 'label': 'SIX4', 'title': 'SIX4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '5bcfd0bd-b6df-4f7b-90a8-5a13d806e881', 'schema_version': '14', 'name': 'SIX4-human', '@id': '/targets/SIX4-human/', 'status': 'released'}				SIX4-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF977MKU/, /files/ENCFF356LFX/, /files/ENCFF723HPB/, /files/ENCFF389RNU/	229480	ENCODE Processing Pipeline	e1d434266d3f7bb35b526f849af69513		https://www.encodeproject.org/files/ENCFF643LFY/@@download/ENCFF643LFY.bed.gz				released	s3://encode-public/2020/07/01/a82b0016-3b6e-4b54-93a5-a6dd1564802b/ENCFF643LFY.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF902PJA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR754KCC	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/22992/'], '@type': ['Target', 'Item'], 'name': 'KDM2A-human', 'label': 'KDM2A', '@id': '/targets/KDM2A-human/', 'title': 'KDM2A (Homo sapiens)', 'investigated_as': ['chromatin remodeler'], 'uuid': '7d34f78b-ccff-4384-a96d-888efa64d0fa', 'status': 'released'}				KDM2A-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF630UOL/, /files/ENCFF848LAB/, /files/ENCFF723HPB/	700218	ENCODE Processing Pipeline	3e35d755e7cb2184b13e17352c7cc444		https://www.encodeproject.org/files/ENCFF902PJA/@@download/ENCFF902PJA.bed.gz				released	s3://encode-public/2020/06/30/d648a6c3-2430-47d8-8493-4e4f4fa254ff/ENCFF902PJA.bed.gz	ENCODE4 v1.4.0 GRCh38	released	borderline replicate concordance, missing genetic modification reagents, low read depth		
ENCFF737MXG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR551QJT	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:THRA'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7067/'], '@type': ['Target', 'Item'], 'label': 'THRA', 'title': 'THRA (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '7b3e6fcb-d245-4695-a608-05ad9f95b9bd', 'schema_version': '14', 'name': 'THRA-human', '@id': '/targets/THRA-human/', 'status': 'released'}				THRA-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF124QFX/, /files/ENCFF356LFX/, /files/ENCFF184YMR/	489448	ENCODE Processing Pipeline	50c975dde97a6749756d120f79be91e8		https://www.encodeproject.org/files/ENCFF737MXG/@@download/ENCFF737MXG.bed.gz				released	s3://encode-public/2020/07/07/f21f1a55-6cd8-434e-b02a-d2b3cadf11f3/ENCFF737MXG.bed.gz	ENCODE4 v1.4.0 GRCh38	released	borderline replicate concordance, missing genetic modification reagents		
ENCFF225GCF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR695EQB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ZNF24-human	DNA						2017-01-27	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF037WIZ/, /files/ENCFF822ODT/, /files/ENCFF356LFX/, /files/ENCFF936FZX/, /files/ENCFF970CZZ/, /files/ENCFF637ASL/, /files/ENCFF594EIJ/	515429	ENCODE Processing Pipeline	5494cec32ad40ed39f51d863e3cdab6d		https://www.encodeproject.org/files/ENCFF225GCF/@@download/ENCFF225GCF.bed.gz				released	s3://encode-public/2020/12/07/87bd6e10-2dde-4687-9626-44563e1b0273/ENCFF225GCF.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF389FLV	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR643JRH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:MAZ'], 'aliases': ['michael-snyder:TS-1819'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4150/'], '@type': ['Target', 'Item'], 'label': 'MAZ', 'title': 'MAZ (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'a84519a6-5cb1-4e81-aeac-a2a79bb66a6f', 'schema_version': '14', 'name': 'MAZ-human', '@id': '/targets/MAZ-human/', 'status': 'released'}				MAZ-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF674XZS/, /files/ENCFF139XXX/, /files/ENCFF356LFX/	494467	ENCODE Processing Pipeline	c6f1dde2dbef858020f1a1e40b03918d		https://www.encodeproject.org/files/ENCFF389FLV/@@download/ENCFF389FLV.bed.gz				released	s3://encode-public/2020/07/01/d291669e-5d36-44ad-a23b-734ae70aa958/ENCFF389FLV.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF504WWL	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR231ZVN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3171/'], '@type': ['Target', 'Item'], 'name': 'FOXA3-human', 'label': 'FOXA3', '@id': '/targets/FOXA3-human/', 'title': 'FOXA3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '419a2214-ad3f-42ce-a604-d65f49f860a6', 'status': 'released'}				FOXA3-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF477SPR/, /files/ENCFF174OKT/, /files/ENCFF528WEZ/	199351	ENCODE Processing Pipeline	5e9d552fcba61bc88a31d6fe74a9bece		https://www.encodeproject.org/files/ENCFF504WWL/@@download/ENCFF504WWL.bed.gz				released	s3://encode-public/2020/07/07/29be4b3b-3e4c-4a26-8fa7-2274644ae849/ENCFF504WWL.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF112JVK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR126YEB	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										FOXA1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF910OYN/, /files/ENCFF346AUF/, /files/ENCFF756SZH/, /files/ENCFF700ZBI/, /files/ENCFF612QJN/, /files/ENCFF220TQP/	673065	ENCODE Processing Pipeline	ecef851b61801b7d505023a94354362e		https://www.encodeproject.org/files/ENCFF112JVK/@@download/ENCFF112JVK.bed.gz				released	s3://encode-public/2020/12/09/7fc85439-0113-417a-adf7-94514b483094/ENCFF112JVK.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth		
ENCFF270TMW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR419CNA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23211/'], '@type': ['Target', 'Item'], 'name': 'ZC3H4-human', 'label': 'ZC3H4', '@id': '/targets/ZC3H4-human/', 'title': 'ZC3H4 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '737d0ef5-bf94-43cf-b944-f1a1261a8af6', 'status': 'released'}				ZC3H4-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF712BOI/, /files/ENCFF089RYQ/, /files/ENCFF356LFX/, /files/ENCFF485XVK/	94952	ENCODE Processing Pipeline	e7b2f2d8e419a9398b3411c280296f21		https://www.encodeproject.org/files/ENCFF270TMW/@@download/ENCFF270TMW.bed.gz				released	s3://encode-public/2021/08/02/45c2dbc6-2226-4e28-8aa1-ccb7963fc5f9/ENCFF270TMW.bed.gz	ENCODE4 v1.9.0 GRCh38	released	borderline replicate concordance, missing genetic modification reagents		
ENCFF904YZI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR658WFQ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NCOA1-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF037WIZ/, /files/ENCFF735MZS/, /files/ENCFF970CZZ/, /files/ENCFF936FZX/, /files/ENCFF822ODT/, /files/ENCFF764UUY/	361454	ENCODE Processing Pipeline	9a7c96882070a5ad770a706ba85967a6		https://www.encodeproject.org/files/ENCFF904YZI/@@download/ENCFF904YZI.bed.gz				released	s3://encode-public/2020/12/07/4e030dc6-c511-41e4-a57d-649315e8a82c/ENCFF904YZI.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth	partially characterized antibody	
ENCFF306SZL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EGN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										JUND-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF208UMS/, /files/ENCFF356LFX/, /files/ENCFF570DCQ/, /files/ENCFF396DTD/	821619	ENCODE Processing Pipeline	5367d76ac6fc9e55b690c1a1f6261443		https://www.encodeproject.org/files/ENCFF306SZL/@@download/ENCFF306SZL.bed.gz				released	s3://encode-public/2020/12/12/bc8598d5-645f-4656-ad27-c2705e36f354/ENCFF306SZL.bed.gz	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, borderline replicate concordance, low read length, low read depth		
ENCFF569JWM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BUZ	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										PML-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF731WWK/, /files/ENCFF671SEQ/, /files/ENCFF310KKN/, /files/ENCFF153LTH/, /files/ENCFF356LFX/, /files/ENCFF960XET/, /files/ENCFF120CKN/	218181	ENCODE Processing Pipeline	426cfafb0a5ccc7fe84c5ce2ce0746e7		https://www.encodeproject.org/files/ENCFF569JWM/@@download/ENCFF569JWM.bed.gz				released	s3://encode-public/2020/12/12/0390dc0c-4f57-4ff3-b30e-35b603b28fb7/ENCFF569JWM.bed.gz	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance		
ENCFF266YHW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR158LJN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:MAX'], 'aliases': ['michael-snyder:TS-135'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4149/'], '@type': ['Target', 'Item'], 'label': 'MAX', 'title': 'MAX (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '5eb7eb00-c6ed-4983-bec3-a1f12d5f4c49', 'schema_version': '14', 'name': 'MAX-human', '@id': '/targets/MAX-human/', 'status': 'released'}				MAX-human	DNA				formaldehyde		2022-03-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF428YJS/, /files/ENCFF356LFX/, /files/ENCFF870SUX/, /files/ENCFF604PVE/	525123	ENCODE Processing Pipeline	57d0811daccb6c9e014828ca2d3657fc		https://www.encodeproject.org/files/ENCFF266YHW/@@download/ENCFF266YHW.bed.gz				released	s3://encode-public/2022/02/07/1af1fce7-ff58-4837-8fc0-a85778e9a24a/ENCFF266YHW.bed.gz	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF221SKA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DMA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CTCF-human	DNA						2012-08-27	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF945CJG/, /files/ENCFF111JKR/, /files/ENCFF706PLK/, /files/ENCFF500EAO/, /files/ENCFF356LFX/	920264	ENCODE Processing Pipeline	e8a7102f0e50afb2fbcd6438868c4b4f		https://www.encodeproject.org/files/ENCFF221SKA/@@download/ENCFF221SKA.bed.gz				released	s3://encode-public/2020/09/26/2e589aae-f29d-4bc1-a6d9-e361b2dd2fd4/ENCFF221SKA.bed.gz	ENCODE4 v1.5.1 GRCh38	released	low read depth	insufficient read length, insufficient read depth	
ENCFF942JZO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR170AMG	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1896'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2296/'], '@type': ['Target', 'Item'], 'name': 'FOXC1-human', 'label': 'FOXC1', '@id': '/targets/FOXC1-human/', 'title': 'FOXC1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '904cbe32-1beb-4f8d-9af7-6ba8716e3670', 'status': 'released'}				FOXC1-human	DNA				formaldehyde		2022-01-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF044PLM/, /files/ENCFF356LFX/, /files/ENCFF640PBL/, /files/ENCFF366KRE/	353006	ENCODE Processing Pipeline	943f4e45e0a148b2643c98bd96d0efe3		https://www.encodeproject.org/files/ENCFF942JZO/@@download/ENCFF942JZO.bed.gz				released	s3://encode-public/2022/01/01/3053542a-9452-419a-b74b-cdc36e53263d/ENCFF942JZO.bed.gz	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, missing genetic modification reagents		
ENCFF470CBJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BUT	TF ChIP-seq	/human-donors/ENCDO000ACV/	EFO:0005718	Ishikawa	cell line	Homo sapiens										NFIC-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF403CIU/, /files/ENCFF356LFX/, /files/ENCFF938JBJ/, /files/ENCFF705YUZ/, /files/ENCFF112IBO/	625352	ENCODE Processing Pipeline	364c758fae914f6d3b02e035e23819c5		https://www.encodeproject.org/files/ENCFF470CBJ/@@download/ENCFF470CBJ.bed.gz				released	s3://encode-public/2020/12/11/f4d4dc23-11fb-4eec-bc91-1f7289745d9e/ENCFF470CBJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released			
ENCFF932ZCO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR370NFS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ZNF280A-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF822ODT/, /files/ENCFF105QHT/, /files/ENCFF061PEU/, /files/ENCFF936FZX/, /files/ENCFF356LFX/	94757	ENCODE Processing Pipeline	4b9dd2b0782220dd498c0275d005f4ad		https://www.encodeproject.org/files/ENCFF932ZCO/@@download/ENCFF932ZCO.bed.gz				released	s3://encode-public/2020/12/30/8ac6f402-8a6f-4403-8926-574148c898e4/ENCFF932ZCO.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth	partially characterized antibody	
ENCFF758UYX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR101FJS	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TBL1XR1-human	DNA						2014-07-07	ENCODE		see document	150-350	1, 2	1_1, 2_1							/files/ENCFF194DAW/, /files/ENCFF958XVX/, /files/ENCFF415UFS/, /files/ENCFF356LFX/, /files/ENCFF548TWG/	178751	ENCODE Processing Pipeline	785bf87cbb829505d6a559a95c08e408		https://www.encodeproject.org/files/ENCFF758UYX/@@download/ENCFF758UYX.bed.gz				released	s3://encode-public/2020/12/01/8e8c282e-5b16-4597-8d2c-263156555b7b/ENCFF758UYX.bed.gz	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length	partially characterized antibody	
ENCFF588GNU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR618GDK	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CEBPZ-human	DNA						2014-07-07	ENCODE			150-350	1, 4	1_1, 4_1							/files/ENCFF356LFX/, /files/ENCFF005NXS/, /files/ENCFF253OGH/, /files/ENCFF961RUD/, /files/ENCFF476ENU/	29502	ENCODE Processing Pipeline	d80b1ae5174a0d8801a8c567adbe0b2e		https://www.encodeproject.org/files/ENCFF588GNU/@@download/ENCFF588GNU.bed.gz				released	s3://encode-public/2020/12/03/3968796c-3a7f-4ac1-b870-f77735073739/ENCFF588GNU.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, low read length, low read depth		
ENCFF141IMM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR631JFU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10379/'], '@type': ['Target', 'Item'], 'name': 'IRF9-human', 'label': 'IRF9', '@id': '/targets/IRF9-human/', 'title': 'IRF9 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '5db9f9ae-f848-4e8d-80f2-adc5b4c18ae9', 'status': 'released'}				IRF9-human	DNA				formaldehyde		2022-01-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF688IHI/, /files/ENCFF356LFX/, /files/ENCFF980IWQ/, /files/ENCFF803KXV/	324881	ENCODE Processing Pipeline	37d199c599c16bfa60af01cc7a3c6e7e		https://www.encodeproject.org/files/ENCFF141IMM/@@download/ENCFF141IMM.bed.gz				released	s3://encode-public/2022/01/01/d0439ee0-cddb-4a9c-93f6-359595efe806/ENCFF141IMM.bed.gz	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, missing genetic modification reagents		
ENCFF832DBU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR017EJY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1947'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1748/'], '@type': ['Target', 'Item'], 'name': 'DLX4-human', 'label': 'DLX4', '@id': '/targets/DLX4-human/', 'title': 'DLX4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'fbe9745c-246e-49b2-9901-7348611680fd', 'status': 'released'}				DLX4-human	DNA						2021-01-06	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF756HTD/, /files/ENCFF278MFG/, /files/ENCFF356LFX/, /files/ENCFF948XBN/	10764	ENCODE Processing Pipeline	8d549573a8b98c815fb5791bb1f2f78a		https://www.encodeproject.org/files/ENCFF832DBU/@@download/ENCFF832DBU.bed.gz				released	s3://encode-public/2020/11/04/035b34df-ea53-4b0f-8f6d-572228e20385/ENCFF832DBU.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF213KSD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR023KKB	TF ChIP-seq	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens	all-trans-retinoic acid	6 μM	48 hour	CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1914'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2104/'], '@type': ['Target', 'Item'], 'name': 'ESRRG-human', 'label': 'ESRRG', '@id': '/targets/ESRRG-human/', 'title': 'ESRRG (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'ddf1c9bc-f52c-4c17-a0e1-ea447c27b5f1', 'status': 'released'}				ESRRG-human	DNA						2021-01-06	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF313COQ/, /files/ENCFF960DTU/, /files/ENCFF319XUD/	71655	ENCODE Processing Pipeline	94e35e52d6638d892953fc44d96db764		https://www.encodeproject.org/files/ENCFF213KSD/@@download/ENCFF213KSD.bed.gz				released	s3://encode-public/2020/11/04/9bb62b12-fae2-4f1f-b90b-88da69bb2141/ENCFF213KSD.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF642ZYO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DOA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CCNT2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF039CRW/, /files/ENCFF146ENO/, /files/ENCFF356LFX/, /files/ENCFF556NOB/, /files/ENCFF413VZC/	373029	ENCODE Processing Pipeline	1e3ef435e484029f9a73d655a3545dab		https://www.encodeproject.org/files/ENCFF642ZYO/@@download/ENCFF642ZYO.bed.gz				released	s3://encode-public/2020/12/27/783a7c1e-563d-42f7-8604-4a29237b8f62/ENCFF642ZYO.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, moderate library complexity, borderline replicate concordance, low read length, mild to moderate bottlenecking, mixed read lengths	insufficient read length	extremely low read depth
